"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"X-Men: First Class","0U","12 February 2020","With Matthew Vaughn at the helm, X-Men: First Class is a classy, fun time that brings the best out of it's strong cast. The action scenes and dialogue pop with a ferocity, and breaths life into a incredibly engaging storyline.","
            8/10
            "
"X-Men: First Class","UniqueParticle","30 August 2020","Exhilarating action, formidable foes, well written, and highly entertaining throughout! I love Matthew Vaughn films or least most of them he's very good at his craft. Kevin Bacon is always great at villain roles along with the rest of the cast is so good. Part of me remembers seeing this in the theater that was fun especially then I had people to go with, in the last several years I mostly go by myself I hope that changes eventually either way X: First Class is exactly what you want it to be!","
            10/10
            "
"X-Men: First Class","rachel-673-19946","26 May 2011","There came a point, about half way through this film, when I emerged from the world of wonder on screen, took stock of my emotions in that instant, and realized that yes, by God, I am LOVING this movie.I didn't really expect to, of course -- although certainly, I hoped for it. With such an incredible cast, an able director at the helm, a story of Bryan Singer provenance and the inclusion of some of my favorite, if lesser known, X-types (Darwin! Tempest! Havok!), I was eager to see this beloved band of merry Marvel mutants redeem themselves after the massive failures of X3 and X-MEN ORIGINS: WOLVERINE.Which they do. And how!One thing that the avid comic fan must do when approaching this movie, however, is to divorce themselves utterly from almost all established four-color X-Men continuity. Oh, some bears up, but by and large this is a whole new origin story, a reboot of epic proportions, and yet it is a retcon so cleverly done, and one that offers up a such a delicious mélange of complex relationships and sensible motivation, that all of the many discrepancies inherent in having Mystique on the side of good or having Moira McTaggert a CIA agent simply do not matter. Speaking of McTaggert, Rose Byrne is both comely and convincing in the role, and almost every other actor is perfectly, one might almost say forcefully, cast. McAvoy brings a kind of laddish charm to Charles Xavier that he mixes nicely with both decency and naïveté, and Michael Fassbender's nascent Magneto is relentlessly, even heart-breakingly, compelling. Their chemistry is electric -- theirs' is one of the most multi-faceted and sincere bromances the screen has seen in a good long while.The younger cast all impress, though particular praise must go to Oscar-nominee Jennifer Lawrence as the petulant but pitiable Raven/Mystique (The Academy Awards have been good to young, hot X-chicks; let us not forget that Rogue herself, Anna Paquin, won for THE PIANO). Former child star Nicholas Hoult is also outstanding as the troubled Hank McCoy, and perhaps the most surprising kudos must go to teenage dream Lucas Till, who conveys the particular anti-social asshole-hood of the turbulent Alex Summers very convincingly indeed.The biggest letdown in the movie, acting-wise, is January Jones as Emma Frost. True, she is appropriately ravishing, there can be no denying that, but she lacks the the zing of the written character. There is very little intelligence, snark, or even personality behind her interpretation of this most intriguing of mutants; she's just kind of Stand There and Look Pretty -- which, for one playing Emma Frost, is something a travesty.The only other weight under which this movie really labors is the fact that it is a prequel, and it therefore suffers from the feeling of inevitability that besets all such endeavors. Anakin Skywalker HAS to go Dark Side. Bilbo Baggins HAS to find the One Ring. And Magneto HAS to turn against humans; Mystique HAS to join him; Xavier HAS to end up in a wheelchair. With these definite plot developments looming, their eventuation is bound to be a bit of an anti-climax.And yet the fun part about X-MEN: FIRST CLASS is the journey it takes us on to get us there. Offering up plenty of surprises, some kickass action sequences, mighty fine special effects, sly humor and a killer cameo, it is without doubt the best comic book movie of the year – nay, decade – thus far. And considering how overcrowded that list is, this is really saying Something.Huh. A prequel that does not, in any way, suck.Amazing, isn't it?-- Rachel Hyland, geekspeakmagazine.com","
            9/10
            "
"X-Men: First Class","the_rattlesnake25","2 June 2011","Beginning with a crime-thriller and a fantasy film on his directorial résumé, it is safe to say that Matthew Vaughn may have already found his niche genre in the super-hero field despite only directing four films in seven years. His first super-hero project, 'Kick Ass,' opened in 2010 to solid critical acclaim and a finalized gross of three times the film's ordinary $30 million dollar budget. And after only two years, Vaughn returns with 'X-Men: First Class,' an origins story to accompany the Bryan Singer/Brett Ratner X-Men trilogy released between 2000 and 2006. It's intelligent, enthralling, well-acted, stylishly directed, and most importantly by focusing heavily upon the relationship between the two central protagonists, it does not feel like a conventional super-hero film.Set within the political context of the Cuban Missile Crisis in the early 1960's, Charles Xavier (James McAvoy) is an up-and-coming Professor whose life is drastically altered when he is introduced to the other members of society who also share the same mutant gene as himself that supplies them with super-human abilities and traits. After stumbling upon the shape-shifting Raven (Jennifer Lawrence) within his mansion, the telepathic Xavier then encounters Erik Lehnsherr (Michael Fassbender), the son of Jewish parents who were murdered during the holocaust by the narcissistic former Nazi scientist, Sebastian Shaw (Kevin Bacon). Erik, who can manipulate all metal objects around himself, wants retribution and nothing more from Sebastian who is now a successful and evil underground figurehead who commands a team of mutants (Azazel, Emma Frost and Riptide) to do his bidding for him. But, once his plan for world domination is revealed, they find that it far exceeds the constraints of humanity, and Xavier, Erik and a rag-tag band of young, hide-away mutants (Havok, Beast, Darwin, Angel and Banshee) who were discovered by Charles, must combine their powers in one last attempt to stop Shaw from destroying the planet and humanity as a whole.Instantly where 'X-Men: First Class' works is in regards to its two central characters; Charles Xavier played by an incredibly affluently sounding James McAvoy and a rage-fuelled Erik Lehnsherr played by a stern-faced Michael Fassbender. Their instant on-screen chemistry provides the drive and ammunition for the plot to carry itself forward. Both characters have differing ideologies and their constant clashes due to this aspect allow the script to be brought to life. Instead of simply infusing their relationship with formulaic violent clashes, Vaughn has instead opted for more articulated verbal battles between the two characters regarding their stance within the society they are now becoming a part of. Xavier is an intellectual being who believes that humans will eventually be accepted within society as equals alongside humans, while Lenhsherr believes that mutants will always be hunted and unable to live peacefully side-by-side with the human race, his evidence for this resides in the anti-Semitism and hatred he received at the hands of the Nazi party during the holocaust. This heavy-set contradiction in ideologies allows their relationship to be imbued with pessimism, while they may be shown as friends and fighting together initially, fans of the comic books and films in general know this does eventually turn into a bitter rivalry and it's this development which drives the plot forward.Aside from the script, it would also be rude to not praise the action-sequences which take place within the confines of the 1960's X-Men universe. With a modest running time at two hours and ten minutes, there are more than a few well-choreographed action sequences that would adequately satisfy any of comic-book-to-film aficionado's wishing to see this film. Each character's power or ability is at some point represented in a destructive or defensive capacity, taking full advantage of the fact that while many super-hero movies tend to concentrate on the aesthetic nature of the artillery characters can be seen to withstand from governmental agencies or blindsided human opponents, here it is shown and constantly emphasized that human reaction would be futile due to the overwhelming power the mutants possess. These scenes also allow the less important characters to show their physical presence on-screen. For example, during the climactic fight sequence at the conclusion of the film, every mutant character that is identified to the audience is finally shown using their abilities to full capacity, most notably the henchmen of Shaw and the rag-tag team of Xavier and Lehnsherr. This therefore accounts slightly for the lack of depth that has been attempted in these secondary characters due to the time and story constraints.While it is a very good and accessible comic-book/super-hero movie, 'X-Men' does also contain two central flaws. The first is superseded in a way by the strength of both McAvoy and Fassbenders performances, as Kevin Bacon is constantly overshadowed as the one-dimensional antagonist of the piece. His plot to ultimately destroy humanity becomes second fiddle to the ever intricate complex relationship between Xavier and Lehnsherr, and his appearance seems too modelled upon that of a James Bond villain. He has the slick hair, the beautiful women and the villainous underground Club to boot, but Bacon unfortunately doesn't have the charisma to be accepted as a worthy opponent to the protagonists. The other flaw has to do with a minor aspect of the production itself, as the non-diegetic music, most notably during the action sequences, begins to diminish in its impact as the film carries on, leading to it eventually becoming the generic, genre-related fanfare associated with the conventional comic-book films.'X-Men: First Class,' is not your typical comic-book movie, it may contain certain elements associated with the comic-book genre, but by placing a heavy emphasis upon the strength of the plot and the script at the film's core instead of the action-set-pieces taking place, Vaughn has intended, and succeeded, in transcending the stereotypical conventions of the genre and has created a film which will appeal to a wide range of audience members.","
            8/10
            "
"X-Men: First Class","Med-Jasta","4 June 2020","After X3 and Wolverine Origin our expectations for the X-Men franchise were pretty low if not gone completely. This seemed like a last ditch effort by Fox to make something out of X-Men. When pictures were being released I laughed at them with my friend. Beast looked weird and everything looked cheap. I went to the theater thinking, ""I don't know why I'm seeing this it's gonna be stupid.""What they made was so much more than a prequel. A lot of the times when these movies are made there only function is to explain why everything you already know came to be. This actually had a story to tell. And was the beginning of a great franchise. Casting was good. Even their self referential jokes were good.I don't know if Bret Ratner hated X-Men and was deliberately trying to ruin it but he did. Goddamn he did... So much that not only was the past the only place to go by the fact that they used time travel to correct this later on.They made the characters real, who we know but different. They aren't set in their ways yet. Magneto has his evil foundation but he's not there yet. Xavier isn't the teacher but it does come naturally to him. It's fun to see them young doing what kids do.The story is exciting and worth telling. A lot of really cool things happen. The 60s feel it's nice too.Little did we know then they this was the start of saving X-Men.","
            10/10
            "
"X-Men: First Class","RikerDonegal","1 June 2011","What you need to know about this movie before you go and see it.  1. Michael Fassbender and James McAvoy are superb. Each one, alone,  would have made the movie terrific, but together? Forgetaboutit! Every  step of the way, every scene, every emotion, these two men own the  movie and watching their bromance is a treat from start to finish. Make  no mistake about it, even when the world is on the brink of utter  destruction what really matters is how these two men relate to one  another. And when you watch the movie, you will care.  2. Everyone in the cast is good. Kevin Bacon has never been better, and  Jennifer Lawrence is wonderful. Rose Byrne and January Jones aren't  given much to do, Ray Wise and Michael Ironside only have a few short  lines, but - across the board - the entire cast are a delight.  3. The story is tight. You've got a bad guy with a plan, which he sets  about executing in A/B/C fashion. Against him, the good guys work  together. Their motivations are different, of course, but they pretty  much want him stopped so they unite. That's it.  4. Charles and Erik are fascinating characters. They debate. And  viewers can debate endless about them, and about who is right, etc. As  you watch you desperately wish they could stay friends, but you  understand why they ultimately can't. Even if they themselves, in these  early days, don't understand it yet. To have that so perfectly captured  in a Summer Blockbuster movie is part of what makes this a treat and a  future classic. But, aside from their relationship to each other, the  movie takes time to make each of them interesting in his own right. We  get to see Charles as a teacher, for instance, and come to understand  how he impacts upon the lives of those he tutors. Some of Erik's best  moments (away from Charles) are in his comments to Mystique about her  appearance, making it clear that this man has more to him than the  shadow of his past.  4. Most supporting characters have very little screen time. But that's  okay, since this isn't THEIR story, really. Of the bunch, it is  Mystique and Beast who are best served. Both have terrific character  arcs that - in a lesser X-Men movie - might have been the highlight of  the film. Here, their stories serve as quality background material to  the main event (Charles and Erik). Beyond that, we just learn enough  about everyone to know what they can do and like them a little bit,  mostly through their banter and most obvious character traits. Once  scene where most of the supporting characters are clearly terrified  will certainly go a long way towards making you care about them for the  rest of the movie. On the downside: Shaw's two henchmen don't get  ANYTHING to do except use their powers, and at the end of the story we  know as much about Emma Frost as we did at the beginning. But these are  the exception, not the rule.  5. Visually, this movie is a treat. The FX are good, no surprise, but -  much better - the actual sets/costumes are beautiful. Whether it's a  remote CIA lab or a lap-dance club, whether it's the Magneto helmet or  Mystique's everyday clothes, you are always admiring 'the look' of  what's on screen.  6. There are action scenes all during the movie, but - having said that  - the movie builds as it goes. The first half is more  story-heavy/character-heavy so that when the action REALLY starts we  care about everyone. And, again, it works. Even with the scant details  given their characters, when Banshee and Havok (for example) go into  battle you are invested in them to a certain degree.  7. There are surprises. Deaths, betrayals, cameos and name-dropping.  But, as well as being cool, all of this makes perfect sense for the  story/universe of the movies.  Superb! Rock-solid script, two amazing lead performances (the film is  basically a bromance). Haven't been this excited about the X-Men  franchise since X2: X-Men United.","
            10/10
            "
"X-Men: First Class","McGrit","31 May 2011","There are plenty of big action scenes throughout but it's the first half of the film that really impresses. Establishing these characters and the entire universe is done remarkably well and in a remarkably moving manner. This new spin on familiar ""bad guys"" Magneto and Mystique does give the actions and emotions for the characters a new level of appreciation and helps give them so much more depth and pathos. Both sides of the fence (Xavier's vision and Magneto's contempt) are advanced and the brilliance of the plot is that both sides are understandable and relatable. The viewer can simply sit and watch it unfold but also be emotionally invested in the journey. During the second half, plot threads move towards resolution and action picks up. Xavier is a shining example and his journey throughout the film matches that of Erik.First Class never undermines the audience nor talks down to them and does all that is expected of it. It delivers great action, humor, effects and a strong connection between heroes, villains and those developing in between. The retro design is suave and making this a period piece gives it a cool and unique flavor. The collaboration between Singer and Vaughn apparently was a perfect blend. Vaughn did a brilliant job and Singer's vision from the first two films stayed in tact and was enhanced. I have to add that the score had a perfect heroic theme but was also moving and very well done. The overall impact of this film leaves you with a great sensation of a job well done. Fast paced yet filled with depth, spellbinding visual effects and a gripping finale. In the end, they succeeded in re-establishing these characters in a superb and interesting manner. There is more to offer and more depth to appreciate. I certainly can't wait for a sequel and inclusion of Scott and Jean from the original trilogy.","
            9/10
            "
"X-Men: First Class","moviexclusive","1 June 2011","The X Men movies followed a similar trajectory to another Marvel property ""Spiderman""- the first movie was a surprising blast, the second built on the merits of the first to deliver ever bigger and better thrills, but the third just knocked the wind out of the sails. And so like any self-respecting franchise would do, you go back to the beginning and start all over again- well, in this case, much much further back to the beginning.The director with the unenviable task of rebooting one of the premier Marvel superhero titles is Matthew Vaughn, best known for subverting the genre last summer with the cult favourite ""Kick-Ass"". Here Vaughn tucks away the subversion for some mainstream summer entertainment and boy does he do a bang-up, and I would say, kick-ass job reviving the franchise.Sure, it probably isn't as fresh as the first ""X Men"", nor as insanely brilliant as ""X2 United"", but Vaughn exceeds all expectations in creating an origins story that captures the heart of what the series was all about. But to do so, Vaughn has gone way back to the 1960s when the United States and Russia were locked in a Cold War and the prospect of World War III came so imminent with the Cuban Missile Crisis.Vaughn in fact begins his story much earlier with a prologue that establishes the childhood days of Charles Xavier and Erik Lehnsherr. Whereas Charles grew up in an affluent but isolated stately home in New York, Erik was locked up in a concentration camp in Poland. It is there Erik first meets the Auschwitz doctor Sebastian Shaw (Kevin Bacon), who kills Erik's mother in plain sight of him in order to get him to demonstrate his powers. The contrast is key- it is ultimately their childhood circumstances that will have far-reaching repercussions on their divergent paths in life later on.And so while Charles becomes an Oxford academic on genetics and envisions a world where humans and mutants can live in harmony with one another, Erik is plotting his revenge against Shaw and cynical of the very utopia Charles cherishes. But when the fate of the world hangs by a nuclear thread, the two find a common enemy- together with the CIA no less- in Shaw and so put aside their ideological differences to fight alongside each other.It isn't as simple as a union of conveniences- Charles and Erik fast become firm friends, and they band together to start a school for mutants. Among those recruited are the brainbox and soon-to-be-Beast Hank McCoy (Nicholas Hoult), the sonic-screamer and soon-to-be-Banshee Sean Cassidy (Caleb Landry Jones), the plasma-blasting and soon-to-be- Havok Alex Summers (Lucas Till), as well as the winged Angel Salvatore (Zoe Kravitz). Shaw also has his own army- icy Emma Frost (January Jones), teleporter Azaael (Jason Flemyng) and the tornado-spinning Riptide (Alex Gonzalez).There certainly isn't enough time to give each of the multitude of characters a back-story, but at least Vaughn sets aside space within the spectacular action-packed climax for each of them to show off their unique superpowers. Rather, Vaughn and his frequent collaborator Jane Goldman (working off a story by Sheldon Turner and Bryan Singer) give weight instead to the central relationship between Charles and Erik, emphasising on the bond between the two close friends and their eventual descent into bitter enemies as Professor X and Magneto.It is in the intimate character drama between Charles and Erik where the movie achieves its greatest payoff. Some of the best lines in the script are reserved for the witty interplay between the two characters, and are especially thought-provoking in their arguments for and against war and diplomacy. James McAvoy and Michael Fassbender also share great bromantic chemistry with each other, and their excellent performances- one the dashing yet dangerous individual, and the other the charming and intelligent fellow- allow the friendship between their characters to be the rightful emotional heart of the film.But to bring home the raison d'être for their disagreement is the budding relationship between Hank (aka Beast) and shape-shifting and future-Mystique Raven (Jennifer Lawrence). Their constant struggle to accept their extraordinary looks (Raven's blue form and Hank's hands- for-feet) or correct their perceived abnormalities so as to better fit into society crystallise the very humanistic message of the X Men series- that of embracing those who may be different from us, but who have every right as us to belong in our society.Hoult and Lawrence are also outstanding in their own right, and the movie benefits tremendously from strong performances all around. Kevin Bacon is all smarmy menace as Shaw, while Rose Bryne brings a welcome touch of humanism as the rare human in the film to accept these extraordinaires. Veteran character players James Remar, Michael Ironside and Ray Wise add a touch of class to the proceedings, while fanboys will delight over a killer cameo in the movie. The person who deserves credit for pulling it all together is Vaughn, who so deftly mixes fact and fiction to create an awfully plausible version of alternate reality. Ingenious was the move to situate the might-vs-right dynamic between Charles and Erik against the backdrop of the Cold War, the events of history providing both significance and gravitas, and Vaughn stages the events with terrific pacing and much aplomb. With ""X Men: First Class"", Vaughn has breathed new life into a franchise that ran aground with its bland and formulaic ""Last Stand"" and an otherwise unremarkable ""Wolverine"" spin off. Admittedly, the storytelling could have been smoother, but Vaughn's reimagining of the X Men universe is more than robust, especially with an intelligent tightly-plotted script, outstanding lead performances and thrilling action sequences. It may not match the brilliance of Bryan Singer's first two films, but this is perhaps as close as it gets.","
            8/10
            "
"X-Men: First Class","Joejoesan","27 May 2011","Normally prequel movies are made because the main characters of the first movie died (or in the end achieved their goals) and the producers still want to make money out of the franchise. Think Butch Cassidy & The Sundance Kid, Psycho, the (still to be made?) I am legend and of course George Lucas's Star Wars saga. X-Men First Class also falls into that category, but I cannot imagine that anybody will be complaining about that. Director Matthew Vaughn created a great, thrilling and sometimes even moving picture that without any doubt will get raving reviews and be a huge commercial success. God knows both movie and director deserve it.What makes X-Men First Class really work is the great story. It tells us about the beginning of the mutants and especially the friendship between professor X (a charming James McAvoy) and Erik Lensherr/Magneto (an impressive Michael Fassbender). Although they will drift apart at some time, you know that they will always have respect for each other. In this stage they even become close friends. The movie opens during World War 2, when young boy Erik is taken to a concentration camp (like the opening of the first X-Men movie). There he meets Sebestian Shaw (a great Kevin Bacon), a scary Joseph Mengele-like scientist who likes to experiment on Jews and is especially interested in mutants. In order to force Erik into helping him he shoots his mother. Erik never forgives him for that and spends his whole life looking for revenge. Unfortunately he learns that Shaw is also a mutant. The scientist is even so powerful that it's almost impossible for Erik to kill him. Luckily he bumps into Charles Xavier...What I also like about First Class is that the movie takes place in the past (the sixties) and uses historical events (the Cuba crisis and the Cold War) to make its point. Erik claims that no matter how many times mutants save the world, normal people will always see them as enemies. Professor X still wants to believe in the good of the people. With that message the foundation is laid for X-Men 1-3.The performances in First Class are first rate. Kevin Bacon is a brilliant villain. His German is actually quite good and his opening scene can already be considered as a classic. He also speaks Russian in the movie by the way. Michael Fassbender (Magneto) represents the most exciting drama in the story. He's kinda like Darth Vader. You know he will turn to the Dark Side but you still hope that somehow he will stick with professor X.First Class will be the beginning of super stardom for actress Jennifer Lawrence. She plays Raven in the story, a girl Xavier adopts as a real sister/best friend. She later becomes Mystique. Jennifer won critical acclaim with her role in Winter Bone and will play the lead in the much anticipated The Hunger Games movie, to be released in 2012. She is a great, vulnerable Mystique who later on chooses Magneto over 'her brother' Professor X. So what's more to tell? January Jones as Emma Frost is sexy as hell, the special effects in the movie are great and there are not one but two cameos from actors from the first X-Men movie (and no, the second one is not Patrick Stewart). Unlike previous Marvel movies there is no extra scene after the end credits and Stan Lee does not have a small part in this one. Overall First Class makes you think of the Sean Connery Bond movies and the reboot of Star Trek (2009).So... are you convinced? Just go see this excellent movie. Can't wait for its sequel!9/10","
            8/10
            "
"X-Men: First Class","TheLittleSongbird","3 September 2011","I liked this movie a great deal, while not as good as the first two movies it is an improvement on Wolverine. It is not among my favourite superhero movie but I can think of worse. It is not perfect by all means, while it was good to start with with a touch of atmosphere some of the music later on became rather generic and Jennifer Lawrence I had mixed feelings on, great looks and personality but sometimes forced delivery and her character being not as well developed as the rest. The visuals however are spectacular, with imaginative photography and editing and first-class special effects, costumes, lighting and settings. The story is mostly compelling with the action/thriller based moments genuinely intense and cracking while making way for some nuances on the social and political side of things. The script is well written too with some memorable lines, the film is well paced generally and Matthew Vaughan's direction is what makes the film so fresh. The acting is fine mostly, Kevin Bacon is a good and charismatic villain but James McAvoy and especially Michael Fassbender are terrific. Overall, very good and fresh. 8/10 Bethany Cox","
            5/10
            "
