"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Logan","Tweekums","7 May 2018","It is 2029 and Logan is getting old and tired. Most of the mutants are long gone although Professor Charles Xavier is still alive; he too is old though and as his mind goes so does the control of his powers. Logan is working as a limo drive in the area near the Mexican border and is approached by a woman asking him to drive her and a young girl, Laura, to North Dakota. It turns out Laura is a mutant with similar powers to Logan; unlike him though she isn't a natural mutation but one of a group of new mutants created in a lab in Mexico City as part of an experiment to create super-soldiers. When the experiment was judged to have failed the children were due to be killed so their carers are trying to get them to safety. Logan is initially unwilling to get involved but eventually ends up heading north with Laura and Xavier. They are pursued by those determined to retrieve Laura; everybody who gets in their way is expendable.Those expecting another 'X-Men' film will certainly get a bit of a shock; this is not an exciting superhero movie suitable for all but young children. Instead it is almost consistently downbeat with some fairly brutal violence as Logan and Laura remove limbs and puncture skulls with their adamantium claws. There are some genuine surprises as bad things happen to characters one would expect to be safe. Hugh Jackman is great in the lead role, showing a different side to Logan; he is no longer young and angry, instead he is old and world-weary. Young Dafne Keen impresses as Laura; an almost feral girl who makes Hit Girl from 'Kick-Ass' look gentle! There are nods to other films; most notably 'Shane', which Laura watches with Xavier and their search for the possibly mythical Eden in North Dakota reminded me of a different Logan's search for Sanctuary in 'Logan's Run'. I'd certainly recommend this to older X-Men fans but would caution against showing it to younger fans as it is very violent and has some pretty depressing moments.","
            9/10
            "
"Logan","artgutierrez","5 December 2020","This really is one of the best superhero movies of all time. And best of all, it doesn't even feel like a superhero movie. Fantastic story and great acting all around.","
            10/10
            "
"Logan","0U","12 February 2020","No words can explain the epicness & greatness of this movie.","
            10/10
            "
"Logan","mbhgkmsgg","8 November 2020","Gritty, honest and brutal. Just like a movie about Logan should be. This is by far the best X-Men film as far as I'm concerned. Logan doesn't hold back at all which I absolutely loved. For the most part, there is just an onslaught of awful things happening. And apart from the relationship between Laura and Logan, nothing makes you go 'oh, that was nice'.Very early on in the film, I got huge John Wick vibes. The action was very reminiscent of those films. It was fast, it was brutal and graphic, and it wasn't afraid to show everything. Indeed, you got the sense that Mangold was trying to find more and more interesting and gory ways to kill people. Something that the John Wick franchise also does. This comparison between John Wick and Logan is nothing but a positive one. If you ask me, the John Wick films are some of the best action films to have come out in recent years, as is Logan.Where Logan really shines though, is not in the action, but in the story of Logan. It's a depiction Logan that I think a lot of people have wanted to see. Although I'm by no means an expert on the comic books, I have always had the feeling that Logan is a much more complex and difficult character than the previous X-Men or Wolverine films have led to believe. Logan is just as brutal with its depiction of the character as it is with its action.Logan really should be used a case study on how to do a comic book film. The only problem it faces is its R rating. I absolutely loved the rating as it allowed the film to go as dark as it needed and wanted to go. But comic book movies are, of course, supposed to be the highest-grossing films studios make, and an R rating will automatically lower revenues.If you have been looking for a comic book film that isn't just like all the previous ones, Logan is the one for you. As mentioned, it is brutally honest and gritty, and the action is more brutal than you would ever dare to expect. It's a fantastic action film but it also manages to create such an impressive story that you will find yourself amazed with the depth of it.
Is it my favourite comic book movie ever? No. But is it easily one of the best ones? Absolutely.","
            9/10
            "
"Logan","vithiet","29 December 2018","Thank you Deadpool for opening the door to R-rated superhero movies.","
            9/10
            "
"Logan","ACollegeStudent","12 August 2022","Rating: 7.9Solid, abnormal superhero film that's unpredictable with high stakes considering everybody dies besides Laura and her friends. There were some minor conveniences like Gabriela recording the evidence on her phone which was somehow unlocked allowing Logan to learn the info about laura he needed. Laura driving seemingly the entire latter half of a 2 day trip to Eden. Laura not being there just when Gabriela got canned when she usually keeps a constant watch on her because she's a mutant (possible professor meddling mind there). The father-daughter dynamic was nice and Logan went out like the hero everyone believed him to be.","
            7/10
            "
"Logan","TheJediWay9","2 March 2017","""Logan"" is directed by James Mangold and stars Hugh Jackman for one final go around as Wolverine. With an R Rating secured, something the previous two Wolverine films should have had, ""Logan"" was bound to be fantastic. It wasn't fantastic. It was phenomenal.If you are going into ""Logan"" expecting every scene to just be Wolverine tearing people to shreds you'll be thoroughly disappointed. This is definitely not an action film. There are action sequences in the film, but they are not the main focus of the movie like the previous 2 Wolverine movies tried to make them be. ""Logan"" is a grounded film, a film that really takes its time to tell its story and to develop its characters. It's a character-driven film, and it probably has the most characterization in an X-Men film to date. We get enough of Wolverine's backstory within the first few minutes to really become attached to him (if we already weren't). We learn more about Professor X and what he has been doing, and then there's this little girl, who probably should be annoying, but luckily isn't and that was a sigh of relief. This girl, Laura, is the star of the show. It is really ""her"" movie. All of the sequences with Laura were riveting. There was that sense of mystery to her character that you wouldn't really expect from a film like this. You don't ever really know what her next move is going to be. Her motivation to find a safe haven is so well felt in this film that it just brings you a sigh of relief that there is still a sense of good out there in the world of this film where everything seems dark, bleak, and hopeless. Hugh Jackman's performance. Yeah the dude gave it his all. This is by far Hugh Jackman's best performance as Wolverine. We've never seen Wolverine this vulnerable. He's old, he's broken down, he's beaten. He can't heal like he used to. The conviction from Hugh Jackman in this movie was just spot on and really captured the ways Wolverine felt at certain moments. It added layers to this film. When Wolverine gets into a fight, Hugh Jackman is so good in these scenes it's like he got into a fight with the filmmakers on set.This film does not hold back from a violence standpoint. From the get go, you know what type of movie you are in for. It is brutally violent, by far the most violent X-Men film w have gotten. Wolverine hacks, claws, and slashes his way through skirmishes with blood, guts, and gore flying. If this is what you had always wanted from a Wolverine movie and haven't gotten it up to this point, well this movie gives you all of that. From a violence standpoint, the violence is there when the film calls for it. It is not violent for the sake of being violent. This is a film that puts its characters and story first before anything else, with violence being a secondary element to help propel the story along and to create tension. It is in the scenes where it should be. If this were just an all-out 2 hour and 20 minute ""hack-and-slash"" fest this film would have no depth to it. It would look cool, but giving Hugh Jackman the proper sendoff was what was more important in a film like this.This film at times gets downright emotional. The final scene of the film makes you wanna cry. You care about these characters, you are invested in them. You don't want to see them put in harm's way. Even in the scenes where the film may feel a bit slow, the final act of the film is the payoff. This is where everything really meshes together with a force, creating a pulse-pounding, edge of your seat final sendoff for Hugh Jackman as he retires from the role. This is by far the best Wolverine movie and possibly the best X-Men movie to date. I haven't decided yet. It's up there, and it deserves to be. Everything payed off in this film. It is emotional. It is character driven. It has heart. It is emotional. This is everything anyone could have wanted in a Wolverine film.From me ""Logan"" gets a perfect 10/10.","
            10/10
            "
"Logan","trublu215","23 February 2017","The word 'perfect' is very objective especially when it comes to film. While Logan may not be a perfect film, it is most certainly a perfect comic book film. It is a masterpiece of the most epic proportions and leaves us with a brilliant swan song for producer and star Hugh Jackman in his final outing as Wolverine. The film, directed brilliantly by James Mangold, is a two plus hour comic book fan's wet dream as we see the version of Wolverine every fan has wanted to see for nearly two decades. While many will be very sad to see Jackman step down from the role, he couldn't have picked a better or more satisfying film to end his cinematic legacy with.The film takes place in 2029 and shows the world in shambles. Mutants are nearly extinct, water is scarce and the world is just an overall wasteland. This is where we find Logan. He is a limo driving cantankerous caretaker to an even more cantankerous Professor X, who is now suffering from dementia and seizures. He is a borderline alcoholic suffering from a mysterious illness that limits his mutant abilities. Due to this, he lives this quiet life until he meets a young girl who he feels he must protect. Without giving too much away, there is much more here than I can go into but I will say, if you are a fan of the Wolverine comics, this film will bring a tear to your eye. This is probably the most faithful adaptation of a comic book character EVER, Marvel and DC combined. The way the story goes, the way Logan behaves, the selflessness and the rage, this is an all around realized version of this character. While it may have taken a little longer than it should have, this film was worth the wait. James Mangold does a fantastic job at creating the world Logan knows now. This is more of a film like Mangold's 3:10 to Yuma. It is bleak, violent and absolutely heartbreaking. This is far from the PG-13 character we're used to. This is a foul mouthed, miserable and very VERY bloody rendition of the source material. This is a film very much like The Guantlet or Badlands, a crime thriller and on-the-road drama. It very much embodies the look and feel of a film from the mid-70s and it plays to this very well. The performances in this film are amazing. Hugh Jackman's performance here is the best as the character and may be one of the best of his career. He is miserable and broken in this film and to see him like this as the character, it is bittersweet especially because Jackman has been so attached to this role. If he hurts, we hurt. If he's mad, we're mad. It is a true testament to Jackman as an actor to make his audience feel this connected to someone who is, by traditional standards, completely unrelateable. Boyd Holbrook brings a sinister performance to this and continues to build a very impressive resume. Holbrook is someone who you'll love to hate. The real standout performance here is from Dafne Keen who plays Laura. Without giving away any spoilers, she is BADASS in this film and even gives Logan a run for his money on the brutality.Overall, Logan is a perfect comic book adaptation that is as heartbreaking as it is visually stunning. Mangold and Jackman create a special film with this that should be talked about for years to come. Believe the hype, Logan is a seriously amazing comic book film that just may be the best ever made and embodies the definition of a perfect adaptation.","
            10/10
            "
"Logan","hitchcockthelegend","5 August 2017","SPOILER: Did we need another X-Men movie? In fact did we need another Wolverine movie? Well the result is there for all to see, with Logan not only showing itself to be undoubtedly the best Wolverine venture by far, but arguably the best X-Men picture as well. If, as expected (and surely to god it's hoped so), this is the last we see of the grumpy metal clawed superhero, then what a fitting and triumphant bow out it is.James Mangold, the director, has managed to create an adult superhero movie without it really being a superhero pic, for he has created a film noir Western that happens to be about a superhero. Mangold's love of noir and Westerns bursts from the screen, which for those who follow those wonderful stands of cinema, will come as no surprise having seen with notice his Copland and 3:10 To Yuma redux. There's a perpetual grimness to the narrative that belies the quite often stunning surrounding locales, heavy themes such as men out of time - with destinies written (cue a deft comic book movie within a comic book chunk of metaphysics) - surrogates, mental illness, human ignorance, and on it goes, the narrative strong on intelligence as much as it is in wrought emotion. Western fans will also be buoyed by the part that the 1953 classic Western Shane has to play in things, considerably so as its importance narratively, orally and visually is mightily strong.Logan's Run!Ah yes, well being ""adult"" is all well and good, but is Logan thrilling? Do we get pumped up Wolverine action, blood brains, splatter and mucho muscle flexing and pained roars of anger? Oh yes! Action from the off is never far away, and wonderfully staged and choreographed it is. Lots of memorable set-pieces, while also some cleverly constructed sequences such as Xavier's mind seizures hold court and enthral. Yet the kicker with all that is we are clued in to the emotional baggage that the side-burn sporting protag carries with him. With each fight we sense the bigger picture, even as we watch in awe the emergence of Laura (ironic film noir name right there as it happens) - and her part in this very ""human"" story - the thrills and spills are propelled by a meaningful but battered heart.Tech credits are superb. Acting honours go to Jackman, who after giving 17 years of his life to the character, gives it his all and this multi faceted performance, in a perfect world, deserves Oscar recognition. Patrick Stewart, also, is immense, playing the nonagenarian Charles Xavier with such class, gracefulness and storming emotion that one can only admire. Film debutante Dafne Keen as Laura is utterly engrossing, quite a debut indeed, whilst Stephen Merchant as albino mutant tracker Caliban is effective to the point we hanker for more. Although the villains fronted by Boyd Holbrook (rote henchman leader) and Richard E. Grant (smarmy scientist git) just about pass muster, there's nothing to damage the piece. Cinematography (John Mathieson) is ""A"" grade, the filters set on neo-noir, with the splendid film noir black and white version a fillip for the heart of noir lovers. All that is left is for the sound mix to boom and the director to steer with heart, brain and soul, without doubt both come up trumps.One of 2017s best films, a genre splicer that ticks all the boxes of great film making. 10/10","
            10/10
            "
"Logan","shawneofthedead","1 March 2017","Let's cut to the chase, shall we? In every beat, every frame, every moment, LOGAN feels like the Wolverine movie Hugh Jackman has been waiting (and training) for 17 years to make. Set free of a PG rating, this wildly kinetic film has plenty of gore, action and violence pumping through its veins. But what makes this one of the finest superhero movies ever produced is the big, messy, somewhat broken heart beating at its core. Set in a grim near-future where very few mutants remain alive, we meet an unthinkable incarnation of our favourite enclawed superhero: one who's decidedly past his prime. This is not the near-immortal Wolverine we remember, but Logan (Jackman): a broken, far older man who feels the weight of every wound inflicted upon him. His once- formidable body – tattooed with scars that aren't healing as fast or as well as they used to – seems to be failing. It's only his determination to keep the ailing, ageing Professor Charles Xavier (Stewart) safe and alive that never falters. The film's plot kicks into overdrive when Logan's fate becomes entangled with that of Laura (Keen), a close-to-feral young girl who brandishes claws and fury as fierce and lethal as Logan's own. As the unlikely trio go on the run, we see echoes of Logan himself in Laura's terrifying rage and the tentative emotional connection she forges with Xavier. It's one of many smart moves on the part of James Mangold, who does double duty as director and co-writer. Bringing Laura into the picture allows him to explore Logan's trauma, regret and hope through the filter of this pint-sized powerhouse's origin story.In effect, Mangold has placed an intimate family drama squarely at the heart of this ostensible blockbuster film – strip the characters of their superpowers and LOGAN would still pulse with plenty of heartbreak and humanity. Logan keeps dragging himself through the world when one suspects all he wants to do is die. Xavier grapples with his own frailty as his once-sharp mind deteriorates and betrays him, again and again. Laura is a tough, tender mess of contradictions: a victim of horrific abuse but also a warrior in the making. Watching them interact – fighting, screaming, arguing, glaring and, once in a while, forgiving – will elicit laughter and tears (lots of tears), in a way that no other superhero film to date has quire managed.That doesn't mean, however, that LOGAN is an entirely joyless, sombre affair. Far from it. It proves, quite conclusively, that films in this genre can plumb the darkest of psychological depths while finding welcome ways to leaven the misery. (Note: this is something Zack Snyder would do well to learn as he continues to expand DC's largely mirthless cinematic universe.) Mangold threads moments of genuine humour into the proceedings – from casual shoplifting and runaway horses, to an ornery old man who refuses to take his pills. The fast and furious action beats in LOGAN are also quite delightful to witness. The violence that's on full, bloody display is dark and horrible, but somehow fitting for this film in which there really are consequences for battles fought and lost. It's only when you see Logan's claws plunging into flesh, shearing cleanly through meat and bone, that you realise just how neutered and family-friendly his earlier outings were. There's a slow-motion sequence halfway through the film, as Logan struggles to get to an embattled Xavier, that's gritty and beautiful to watch – as thrilling as that scene-stealing Quicksilver moment in X-Men: Days Of Future Past. And it goes without saying that watching Laura gracefully spin and slice her way through oncoming attackers manages to be terribly wrong and wonderfully right at the same time. To be quite frank, none of this would work without the incredible cast, all of them doing award-worthy work that will, sadly, be overlooked because their characters have such silly things as 'powers'. It's truly unsettling to watch Stewart dig beneath his natural gravitas to find the shaken core of a Professor X who's semi-consciously losing grip of his mind – the best and most dangerous mind in the universe. Keen is a revelation. Grabbing this breakout role by the throat and making it very much her own, she somehow manages to convey Laura's childish fragility and overpowering strength, often in the same breath. And, finally, there's Jackman. He's been training for and playing the role that catapulted him to global stardom for 17 years now, and he brings everything he has to this final outing as Logan. He nails Logan's physical tics, of course: from his grizzled and aged demeanour, to his rattling cough and copious drinking. But Jackman also takes delight in unearthing the dark sadness at the heart of this once invincible, now vulnerable man. There is a hope and purity in Logan that doesn't always show through his wisecracks, but it shines brightly and unexpectedly here – often in the film's saddest moments. There are a handful of things about the film don't work quite so well. The main antagonists, played by Richard E. Grant and Boyd Holbrook, are largely forgettable – there's not much that defines them outside their nefarious goals. As many viewers may be turned off by Logan's relentless misery and eye-popping violence as those who welcome it.But this doesn't detract from the fact that LOGAN is a remarkable achievement. It manages to be several things at once: a bruising action film, a tender family drama and an intimate character study, liberally shaken through with comic-book sensibilities and a Western or two. If Jackman really is hanging up his claws for good, there could be no better way to bid farewell to one of Marvel's most enduring and appealing characters.","
            9/10
            "
